Al2O3_1022,3.56274163,-3.1e-07,-2e-07,-3.1e-07,3.5627414,-2e-07,-2e-07,-2e-07,3.32989238
Al2O3_1023,3.43972366,-3.1e-07,-2e-07,-3.1e-07,3.43972297,-2e-07,-2e-07,-2e-07,3.47259338
Al2O3_1024,3.42793555,-2.9e-07,-1.9e-07,-2.9e-07,3.42793458,-0.0,-1.9e-07,-0.0,3.76645843
Al2O3_1026,4.1138186,0.0,0.0,0.0,4.11381863,-0.0,0.0,-0.0,3.36995178
Al2O3_1027,3.2797184,3e-07,1.9e-07,3e-07,3.27971876,0.0,1.9e-07,0.0,3.83653211
Al2O3_1028,5.13016975,-0.0,-0.0,-0.0,5.13016801,2.7e-07,-0.0,2.7e-07,4.03239037
Al2O3_1029,4.83517357,-0.0,0.0,-0.0,4.83517318,-0.0,0.0,-0.0,4.04903737
Al2O3_103,3.19995852,0.0,-0.0,0.0,3.19995905,-1.9e-07,-0.0,-1.9e-07,3.47586547
Al2O3_1030,4.52249133,4.1e-07,1.8e-07,4.1e-07,4.52249057,0.0,1.8e-07,0.0,3.50695933
Al2O3_1031,4.35126921,-4e-07,-1.8e-07,-4e-07,4.35126825,1.8e-07,-1.8e-07,1.8e-07,3.55767306
Al2O3_1032,3.71177494,-3.1e-07,-1.9e-07,-3.1e-07,3.7117747,-1.9e-07,-1.9e-07,-1.9e-07,3.51770409
Al2O3_1033,3.32518666,-2.9e-07,-1.8e-07,-2.9e-07,3.32518636,-1.8e-07,-1.8e-07,-1.8e-07,3.54780042
Al2O3_1034,3.37681944,-3.1e-07,-1.8e-07,-3.1e-07,3.37681931,-0.0,-1.8e-07,-0.0,3.55022776
Al2O3_1035,4.35256145,0.0,-0.0,0.0,4.35256178,0.0,-0.0,0.0,3.71550252
Al2O3_1036,3.4504717,0.0,-0.0,0.0,3.45047225,2.1e-07,-0.0,2.1e-07,3.52357243
Al2O3_1037,3.25396879,-0.0,0.0,-0.0,3.25396868,0.0,0.0,0.0,3.97860118
Al2O3_1038,3.26435893,0.0,0.0,0.0,3.26435868,-0.0,0.0,-0.0,3.48940074
Al2O3_1039,3.18131995,0.0,0.0,0.0,3.1813202,1.8e-07,0.0,1.8e-07,3.4867169
Al2O3_104,4.49164918,-0.0,-0.0,-0.0,4.4916502,2.5e-07,-0.0,2.5e-07,3.6072859
Al2O3_1041,3.5896275,0.0,0.0,0.0,3.58962851,1.9e-07,0.0,1.9e-07,3.20256872
Al2O3_1042,3.33426468,-2.8e-07,-1.9e-07,-2.8e-07,3.33426508,1.9e-07,-1.9e-07,1.9e-07,3.32756184
Al2O3_1043,3.58127732,-0.0,-0.0,-0.0,3.581278,-0.0,-0.0,-0.0,3.61892006
Al2O3_1044,3.51940613,0.0,-0.0,0.0,3.51940615,-1.8e-07,-0.0,-1.8e-07,3.57214542
Al2O3_1045,3.27576644,-0.0,-0.0,-0.0,3.27576622,1.9e-07,-0.0,1.9e-07,3.50637738
Al2O3_1046,4.77956993,-0.0,0.0,-0.0,4.77956943,-2.6e-07,0.0,-2.6e-07,3.87159501
Al2O3_1047,5.82576597,0.0,0.0,0.0,5.82576686,-2.5e-07,0.0,-2.5e-07,4.19903081
Al2O3_1048,3.72369454,3.2e-07,2e-07,3.2e-07,3.72369425,-0.0,2e-07,-0.0,3.38115959
Al2O3_1049,4.18024506,-0.0,-0.0,-0.0,4.18024568,-0.0,-0.0,-0.0,3.45683307
Al2O3_105,3.34505565,2.9e-07,1.8e-07,2.9e-07,3.34505542,-1.8e-07,1.8e-07,-1.8e-07,3.48175616
Al2O3_1050,3.54248533,3.3e-07,1.9e-07,3.3e-07,3.54248495,1.9e-07,1.9e-07,1.9e-07,3.7132926
Al2O3_1051,3.74719374,-0.0,0.0,-0.0,3.74719413,-1.9e-07,0.0,-1.9e-07,3.13304666
Al2O3_1052,3.37654172,-3e-07,-1.9e-07,-3e-07,3.37654203,-1.9e-07,-1.9e-07,-1.9e-07,3.46527325
Al2O3_1053,3.34810254,0.0,0.0,0.0,3.3481021,-1.8e-07,0.0,-1.8e-07,3.40599436
Al2O3_1054,3.32660569,-3.2e-07,-2e-07,-3.2e-07,3.32660547,2e-07,-2e-07,2e-07,3.96537058
Al2O3_1055,4.5010894,0.0,0.0,-0.0,4.50108865,-2.3e-07,0.0,-2.3e-07,3.73022913
Al2O3_1056,5.19651042,-0.0,0.0,-0.0,5.19650983,0.0,0.0,0.0,4.20899753
Al2O3_1057,4.79476873,0.0,-0.0,0.0,4.79476883,-3e-07,-0.0,-3e-07,4.27807761
Al2O3_1058,3.34807768,0.0,0.0,0.0,3.34807747,0.0,0.0,0.0,3.82923739
Al2O3_1059,4.61729832,-0.0,0.0,-0.0,4.61729902,-2.4e-07,0.0,-2.4e-07,3.50121391
Al2O3_106,4.54002534,3.9e-07,2e-07,3.9e-07,4.54002608,-2e-07,2e-07,-2e-07,3.73550463
Al2O3_1060,3.49405435,2.9e-07,1.8e-07,2.9e-07,3.49405444,1.8e-07,1.8e-07,1.8e-07,3.35495572
Al2O3_1061,3.23103678,2.8e-07,1.9e-07,2.8e-07,3.23103658,-1.9e-07,1.9e-07,-1.9e-07,3.39628131
Al2O3_1062,3.26924793,0.0,-0.0,0.0,3.26924737,-0.0,-0.0,-0.0,3.36518177
Al2O3_1063,3.45937488,0.0,-0.0,0.0,3.45937569,-1.9e-07,-0.0,-1.9e-07,3.27543667
Al2O3_1064,3.3145114,0.0,0.0,0.0,3.3145119,1.8e-07,0.0,1.8e-07,3.43509809
Al2O3_1065,3.63355353,-2.9e-07,-1.8e-07,-2.9e-07,3.63355364,1.8e-07,-1.8e-07,1.8e-07,3.32648098
Al2O3_1066,4.85166609,-0.0,-0.0,-0.0,4.85166821,0.0,-0.0,0.0,3.82030005
Al2O3_1067,4.77888884,-0.0,0.0,-0.0,4.77888766,2.4e-07,0.0,2.4e-07,3.53703382
Al2O3_1068,3.44275216,-2.9e-07,-1.9e-07,-2.9e-07,3.44275208,1.9e-07,-1.9e-07,1.9e-07,3.69137715
Al2O3_1069,3.5111827,3.1e-07,1.8e-07,3.1e-07,3.51118347,-1.8e-07,1.8e-07,-1.8e-07,3.07900392
Al2O3_107,3.5843027,-0.0,0.0,-0.0,3.58430225,1.9e-07,0.0,1.9e-07,3.28229166
Al2O3_1070,3.31853067,-3e-07,-1.8e-07,-3e-07,3.31853025,1.8e-07,-1.8e-07,1.8e-07,3.61523861
Al2O3_1071,3.2557687,3e-07,2e-07,3e-07,3.25576925,2e-07,2e-07,2e-07,3.89661045
Al2O3_1072,4.02852543,0.0,-0.0,0.0,4.02852613,-2.1e-07,-0.0,-2.1e-07,3.30570284
Al2O3_1073,4.4783718,0.0,0.0,0.0,4.47837163,-2.3e-07,0.0,-2.3e-07,3.67803435
Al2O3_1074,3.35886716,3.1e-07,1.9e-07,3.1e-07,3.35886666,-0.0,1.9e-07,-0.0,3.63440216
Al2O3_1075,3.84799445,0.0,-0.0,0.0,3.84799486,1.9e-07,-0.0,1.9e-07,3.41530901
Al2O3_1076,3.37820802,0.0,0.0,0.0,3.37820773,-0.0,0.0,-0.0,3.57413342
Al2O3_1077,3.8401044,0.0,-0.0,0.0,3.84010476,-2.1e-07,-0.0,-2.1e-07,3.3351956
Al2O3_1078,3.57266593,-3.2e-07,-1.8e-07,-3.2e-07,3.57266591,1.8e-07,-1.8e-07,1.8e-07,3.49350948
Al2O3_1079,4.35132495,0.0,0.0,0.0,4.351325,0.0,0.0,0.0,3.31342086
Al2O3_108,3.98142669,3.6e-07,1.9e-07,3.6e-07,3.98142677,0.0,1.9e-07,0.0,3.69999853
Al2O3_1080,4.02523239,0.0,0.0,0.0,4.02523296,1.8e-07,0.0,1.8e-07,3.2477425
Al2O3_1081,3.52983633,-2.9e-07,-1.8e-07,-2.9e-07,3.52983563,1.8e-07,-1.8e-07,1.8e-07,3.39445406
Al2O3_1082,3.2566163,3e-07,2e-07,3e-07,3.25661726,-0.0,2e-07,-0.0,3.93671187
Al2O3_1083,5.39376744,-0.0,0.0,-0.0,5.39376548,-0.0,0.0,-0.0,3.6669816
Al2O3_1084,3.48292902,0.0,0.0,0.0,3.48292868,-2e-07,0.0,-2e-07,4.02787807
Al2O3_1085,4.22335891,0.0,-0.0,0.0,4.22335745,-2.2e-07,-0.0,-2.2e-07,3.35378984
Al2O3_1086,3.55194403,-3.1e-07,-1.8e-07,-3.1e-07,3.55194343,-0.0,-1.8e-07,-0.0,3.43865409
Al2O3_1087,5.09179619,0.0,-0.0,0.0,5.0917968,0.0,-0.0,0.0,4.5606683
Al2O3_1088,3.63017027,0.0,0.0,0.0,3.6301696,-1.9e-07,0.0,-1.9e-07,3.29165341
Al2O3_1089,5.27790158,4.8e-07,2.1e-07,4.8e-07,5.27790205,2.1e-07,2.1e-07,2.1e-07,3.65007686
Al2O3_109,3.31037894,3.1e-07,1.9e-07,3.1e-07,3.31037873,-1.9e-07,1.9e-07,-1.9e-07,3.63869352
Al2O3_1091,4.30981035,0.0,0.0,0.0,4.30980989,-0.0,0.0,-0.0,3.7458407
Al2O3_1092,3.88591703,3.4e-07,1.8e-07,3.4e-07,3.88591764,1.8e-07,1.8e-07,1.8e-07,3.56724861
Al2O3_1093,4.37673761,0.0,0.0,0.0,4.37673821,2e-07,0.0,2e-07,3.5099231
Al2O3_1094,3.7239048,-3.1e-07,-1.8e-07,-3.1e-07,3.7239053,0.0,-1.8e-07,0.0,3.36957458
Al2O3_1095,3.73117156,-3.3e-07,-1.8e-07,-3.3e-07,3.73117163,1.8e-07,-1.8e-07,1.8e-07,3.25422818
Al2O3_1096,3.31057244,0.0,-0.0,0.0,3.31057295,-1.8e-07,-0.0,-1.8e-07,3.53648084
Al2O3_1097,3.61362961,3.3e-07,1.9e-07,3.3e-07,3.61362937,-1.9e-07,1.9e-07,-1.9e-07,3.78657215
Al2O3_1098,5.53470364,0.0,-0.0,-0.0,5.53470321,0.0,-0.0,0.0,4.65573233
Al2O3_1099,3.60869947,0.0,-0.0,0.0,3.6087002,1.8e-07,-0.0,1.8e-07,3.23918938
Al2O3_11,4.25996435,0.0,0.0,0.0,4.25996511,-3e-07,0.0,-3e-07,4.20056442
Al2O3_110,3.80479942,-3.3e-07,-1.8e-07,-3.3e-07,3.80479882,1.8e-07,-1.8e-07,1.8e-07,3.22798432
Al2O3_1100,3.49094151,0.0,0.0,0.0,3.49094079,-0.0,0.0,-0.0,3.14599961
Al2O3_1101,3.86644841,-0.0,0.0,-0.0,3.86644787,-2e-07,0.0,-2e-07,3.20944797
Al2O3_1102,3.67661796,0.0,0.0,0.0,3.6766172,-0.0,0.0,-0.0,3.36323362
Al2O3_1103,3.26733225,-3.1e-07,-2e-07,-3.1e-07,3.2673327,2e-07,-2e-07,2e-07,3.72686872
Al2O3_1104,3.86630716,0.0,0.0,0.0,3.8663072,-1.9e-07,0.0,-1.9e-07,3.52592829
Al2O3_1105,5.36130867,-0.0,-0.0,-0.0,5.36130874,0.0,-0.0,0.0,3.98451171
Al2O3_1106,4.23056045,4.2e-07,-4.5e-07,4.2e-07,4.23055962,-0.0,-4.5e-07,-0.0,4.36437261
Al2O3_1107,3.55895705,0.0,-0.0,0.0,3.55895736,1.8e-07,-0.0,1.8e-07,3.16054589
Al2O3_1108,3.32994982,-0.0,-0.0,-0.0,3.32994925,-1.8e-07,-0.0,-1.8e-07,3.47525967
Al2O3_1109,3.5952373,0.0,-0.0,0.0,3.59523819,1.9e-07,-0.0,1.9e-07,3.5678146
Al2O3_111,3.52066954,0.0,0.0,0.0,3.52066993,-0.0,0.0,-0.0,3.2792812
Al2O3_1110,3.39627695,-0.0,-0.0,0.0,3.39627689,-1.8e-07,-0.0,-1.8e-07,3.50457889
Al2O3_1111,4.0970691,0.0,-0.0,0.0,4.09706903,-2.4e-07,-0.0,-2.4e-07,3.43411879
Al2O3_1112,5.34401306,0.0,-0.0,0.0,5.34401201,0.0,-0.0,0.0,4.91047522
Al2O3_1113,3.37692684,0.0,-0.0,0.0,3.37692642,1.9e-07,-0.0,1.9e-07,3.75239569
Al2O3_1114,3.45232064,0.0,0.0,0.0,3.45232044,-0.0,0.0,-0.0,3.27974603
Al2O3_1115,6.220319,-0.0,0.0,-0.0,6.22031708,-0.0,0.0,-0.0,3.61782317
Al2O3_1116,3.94674985,0.0,0.0,0.0,3.94675096,-0.0,0.0,-0.0,3.47582863
Al2O3_1117,3.22109732,0.0,-0.0,0.0,3.2210974,-1.9e-07,-0.0,-1.9e-07,3.56735752
Al2O3_1118,3.98019386,3.4e-07,1.9e-07,3.4e-07,3.98019361,1.9e-07,1.9e-07,1.9e-07,3.68737699
Al2O3_1119,4.81026536,-0.0,0.0,-0.0,4.81026626,2.2e-07,0.0,2.2e-07,3.43907319
Al2O3_112,3.38155158,-2.9e-07,-2.1e-07,-2.9e-07,3.38155178,0.0,-2.1e-07,0.0,3.43028711
Al2O3_1120,3.73300031,-3.3e-07,-1.9e-07,-3.3e-07,3.73300052,1.9e-07,-1.9e-07,1.9e-07,3.61781583
Al2O3_1121,3.38600617,2.9e-07,1.8e-07,2.9e-07,3.38600686,1.8e-07,1.8e-07,1.8e-07,3.15778163
Al2O3_1122,4.01125006,0.0,0.0,0.0,4.01124994,-0.0,0.0,-0.0,3.35866392
Al2O3_1123,3.24699623,-0.0,-0.0,-0.0,3.24699668,0.0,-0.0,0.0,3.54798586
Al2O3_1124,3.43099391,0.0,-0.0,0.0,3.43099471,1.8e-07,-0.0,1.8e-07,3.5860009
Al2O3_1125,4.12699089,3.6e-07,1.8e-07,3.6e-07,4.12699174,1.8e-07,1.8e-07,1.8e-07,3.40467963
Al2O3_1126,3.24477587,0.0,-0.0,0.0,3.24477556,-2e-07,-0.0,-2e-07,3.89074605
Al2O3_1127,3.23135627,2.9e-07,1.8e-07,2.9e-07,3.23135685,1.8e-07,1.8e-07,1.8e-07,3.25673771
Al2O3_1128,3.88027126,-0.0,-0.0,-0.0,3.88027057,0.0,-0.0,0.0,3.45726071
Al2O3_1129,4.11968354,0.0,0.0,0.0,4.11968516,0.0,0.0,0.0,3.61685788
Al2O3_113,3.31781467,-3e-07,-1.9e-07,-3e-07,3.31781435,-1.9e-07,-1.9e-07,-1.9e-07,3.48979716
Al2O3_1130,3.82782785,0.0,0.0,0.0,3.82782731,1.9e-07,0.0,1.9e-07,3.18955314
Al2O3_1131,5.23044133,-0.0,-0.0,-0.0,5.2304401,0.0,-0.0,0.0,3.95034867
Al2O3_1133,4.12566493,-0.0,0.0,-0.0,4.12566422,2.1e-07,0.0,2.1e-07,3.46476746
Al2O3_1134,3.25998423,0.0,-0.0,0.0,3.25998417,1.8e-07,-0.0,1.8e-07,3.32102606
Al2O3_1135,3.30141529,0.0,0.0,0.0,3.30141522,-0.0,0.0,-0.0,3.41473452
Al2O3_1136,3.33771831,-0.0,-0.0,-0.0,3.33771852,1.9e-07,-0.0,1.9e-07,3.28482655
Al2O3_1137,4.34483462,-0.0,-0.0,-0.0,4.3448349,-2.1e-07,-0.0,-2.1e-07,3.61492209
Al2O3_1138,4.28949216,-0.0,-0.0,-0.0,4.28949056,0.0,-0.0,0.0,3.52080066
Al2O3_1139,3.56680587,-0.0,-0.0,-0.0,3.56680634,-0.0,-0.0,-0.0,3.51475802
Al2O3_114,3.50326812,3.2e-07,1.9e-07,3.2e-07,3.50326824,1.9e-07,1.9e-07,1.9e-07,3.42536318
Al2O3_1140,4.05019652,-0.0,-0.0,-0.0,4.05019607,0.0,-0.0,0.0,3.38698301
Al2O3_1141,3.33541616,-2.8e-07,-1.9e-07,-2.8e-07,3.33541554,-0.0,-1.9e-07,-0.0,3.38066241
Al2O3_1142,3.44854486,-0.0,0.0,-0.0,3.44854462,-0.0,0.0,-0.0,3.27324814
Al2O3_1144,4.05785087,-0.0,-0.0,-0.0,4.0578511,-2.4e-07,-0.0,-2.4e-07,3.48039177
Al2O3_1145,3.39210519,-0.0,0.0,-0.0,3.39210592,-0.0,0.0,-0.0,3.32462047
Al2O3_1146,3.43990143,-3e-07,-1.8e-07,-3e-07,3.43990081,-1.8e-07,-1.8e-07,-1.8e-07,3.44538039
Al2O3_1147,3.66096941,-0.0,-0.0,-0.0,3.66097027,-0.0,-0.0,-0.0,3.17376739
Al2O3_1148,3.6590357,0.0,-0.0,0.0,3.65903532,0.0,-0.0,0.0,3.34899535
Al2O3_1149,3.58249725,0.0,-0.0,0.0,3.5824976,-0.0,-0.0,-0.0,3.44177352
Al2O3_115,3.92579849,0.0,-0.0,0.0,3.92579869,-1.9e-07,-0.0,-1.9e-07,3.38522048
Al2O3_1150,3.51408103,-0.0,0.0,-0.0,3.51408161,-1.8e-07,0.0,-1.8e-07,3.30404689
Al2O3_1151,3.65592186,0.0,-0.0,0.0,3.65592198,1.8e-07,-0.0,1.8e-07,3.50142993
Al2O3_1152,4.31637565,0.0,0.0,0.0,4.31637507,-2.3e-07,0.0,-2.3e-07,3.54500087
Al2O3_1153,3.43911297,-0.0,-0.0,-0.0,3.4391136,-1.9e-07,-0.0,-1.9e-07,3.23526677
Al2O3_1154,3.6915301,-0.0,-0.0,-0.0,3.69153001,-2e-07,-0.0,-2e-07,3.41715611
Al2O3_1155,4.99395518,0.0,-0.0,0.0,4.99395504,0.0,-0.0,0.0,3.85303666
Al2O3_1156,4.24490843,0.0,0.0,0.0,4.24490853,-2e-07,0.0,-2e-07,3.77664173
Al2O3_1157,3.51228957,-3.1e-07,-1.9e-07,-3.1e-07,3.51228928,0.0,-1.9e-07,0.0,3.46908446
Al2O3_1158,5.72088082,-0.0,0.0,-0.0,5.7208802,-0.0,0.0,-0.0,4.74996675
Al2O3_1159,4.02442183,-3.4e-07,-1.8e-07,-3.4e-07,4.0244217,-1.8e-07,-1.8e-07,-1.8e-07,3.43191229
Al2O3_116,3.5444677,3.1e-07,1.7e-07,3.1e-07,3.54446848,1.7e-07,1.7e-07,1.7e-07,3.24555262
Al2O3_1160,4.45375995,-0.0,0.0,-0.0,4.45375889,0.0,0.0,0.0,3.67683414
Al2O3_1162,4.60335066,-0.0,-0.0,-0.0,4.60335068,2.8e-07,-0.0,2.8e-07,3.86493388
Al2O3_1163,3.65016378,-0.0,-0.0,-0.0,3.65016266,0.0,-0.0,0.0,3.29361467
Al2O3_1164,3.60315224,-3.2e-07,-1.9e-07,-3.2e-07,3.60315137,1.9e-07,-1.9e-07,1.9e-07,3.32234087
Al2O3_1165,4.63150921,-0.0,0.0,-0.0,4.63150841,-2.5e-07,0.0,-2.5e-07,3.77934571
Al2O3_1166,3.39208261,2.8e-07,1.8e-07,2.8e-07,3.39208352,0.0,1.8e-07,0.0,3.26910518
Al2O3_1167,4.36703615,0.0,0.0,0.0,4.36703424,-0.0,0.0,-0.0,3.79336869
Al2O3_1168,3.44741259,2.9e-07,1.8e-07,2.9e-07,3.44741356,0.0,1.8e-07,0.0,3.26962513
Al2O3_1169,3.34679611,0.0,0.0,0.0,3.34679617,-1.8e-07,0.0,-1.8e-07,3.35252946
Al2O3_117,3.58333161,3.3e-07,2.1e-07,3.3e-07,3.58333149,2.1e-07,2.1e-07,2.1e-07,4.10658119
Al2O3_1170,3.36954339,-3e-07,-1.8e-07,-3e-07,3.36954287,0.0,-1.8e-07,0.0,3.38944985
Al2O3_1171,3.46941826,2.8e-07,1.7e-07,2.8e-07,3.46941843,0.0,1.7e-07,0.0,3.22065187
Al2O3_1172,4.31474,0.0,-0.0,0.0,4.31474042,-0.0,-0.0,-0.0,3.52988049
Al2O3_1173,4.50165528,0.0,-0.0,0.0,4.50165469,0.0,-0.0,0.0,4.25521117
Al2O3_1174,4.16076264,0.0,-0.0,0.0,4.1607633,0.0,-0.0,0.0,3.40980361
Al2O3_1175,4.20044095,-0.0,-0.0,-0.0,4.20044189,0.0,-0.0,0.0,3.28547738
Al2O3_1176,3.82901056,-0.0,0.0,-0.0,3.82901126,0.0,0.0,0.0,3.06831456
Al2O3_1177,4.32237214,4e-07,1.8e-07,4e-07,4.32237294,-1.8e-07,1.8e-07,-1.8e-07,3.69445509
Al2O3_1178,3.42266896,0.0,0.0,0.0,3.42266883,-0.0,0.0,-0.0,3.2719326
Al2O3_1179,3.54048865,3.2e-07,1.9e-07,3.2e-07,3.54048878,1.9e-07,1.9e-07,1.9e-07,3.39229515
Al2O3_118,3.75973883,3.4e-07,2e-07,3.4e-07,3.75973926,2e-07,2e-07,2e-07,3.4274377
Al2O3_1180,3.93209703,0.0,-0.0,0.0,3.93209777,0.0,-0.0,0.0,3.70568754
Al2O3_1181,3.92198145,0.0,0.0,0.0,3.92198271,2e-07,0.0,2e-07,3.24464821
Al2O3_1182,3.42692784,-2.8e-07,-1.7e-07,-2.8e-07,3.42692709,-1.7e-07,-1.7e-07,-1.7e-07,3.34220536
Al2O3_1183,3.79260687,-3.4e-07,-2.3e-07,-3.4e-07,3.79260608,-2.3e-07,-2.3e-07,-2.3e-07,3.75236673
Al2O3_1184,4.26372372,-0.0,-0.0,-0.0,4.26372431,1.9e-07,-0.0,1.9e-07,3.51497982
Al2O3_1185,3.54725415,0.0,-0.0,0.0,3.54725435,-0.0,-0.0,-0.0,3.48539596
Al2O3_1186,3.2582429,-3e-07,-1.9e-07,-3e-07,3.25824278,-1.9e-07,-1.9e-07,-1.9e-07,3.68156128
Al2O3_1187,3.93622742,-0.0,0.0,-0.0,3.93622811,-0.0,0.0,-0.0,3.30523438
Al2O3_1188,3.53164468,3.2e-07,1.9e-07,3.2e-07,3.53164492,1.9e-07,1.9e-07,1.9e-07,3.67376638
Al2O3_1189,3.2642554,3e-07,1.9e-07,3e-07,3.26425629,1.9e-07,1.9e-07,1.9e-07,3.68466943
Al2O3_119,7.31623139,7.2e-07,2.5e-07,7.2e-07,7.31623153,2.5e-07,2.5e-07,2.5e-07,4.08991149
Al2O3_1190,4.14306706,-0.0,-0.0,-0.0,4.14306695,0.0,-0.0,0.0,3.5989171
Al2O3_1191,3.45907017,0.0,0.0,0.0,3.4590703,0.0,0.0,0.0,3.38752027
Al2O3_1192,3.27038598,2.9e-07,1.8e-07,2.9e-07,3.27038631,0.0,1.8e-07,0.0,3.34276938
Al2O3_1193,3.59156016,0.0,-0.0,0.0,3.59156059,-1.8e-07,-0.0,-1.8e-07,3.53704169
Al2O3_1194,3.58016313,3e-07,1.8e-07,3e-07,3.58016323,-1.8e-07,1.8e-07,-1.8e-07,3.3774051
Al2O3_1195,4.38509125,0.0,-0.0,-0.0,4.38509002,-0.0,-0.0,-0.0,3.46754607
Al2O3_1196,3.32825931,-3.1e-07,-1.8e-07,-3.1e-07,3.32825892,0.0,-1.8e-07,0.0,3.48884749
Al2O3_1197,3.65967877,-0.0,-0.0,-0.0,3.65967876,2.2e-07,-0.0,2.2e-07,3.40611391
Al2O3_1198,3.25926814,-0.0,-0.0,-0.0,3.25926821,-1.8e-07,-0.0,-1.8e-07,3.4652406
Al2O3_1199,3.46713813,-0.0,0.0,-0.0,3.46713843,0.0,0.0,0.0,3.23829842
Al2O3_12,4.0872966,0.0,-0.0,0.0,4.08729653,0.0,-0.0,0.0,3.30493127
Al2O3_120,3.37055683,2.9e-07,1.8e-07,2.9e-07,3.37055752,-1.8e-07,1.8e-07,-1.8e-07,3.53083206
Al2O3_1200,3.74103473,-0.0,0.0,-0.0,3.74103578,-2e-07,0.0,-2e-07,3.23906553
Al2O3_1201,3.31997245,3e-07,1.9e-07,3e-07,3.31997298,0.0,1.9e-07,0.0,3.55343896
Al2O3_1202,4.32821938,0.0,-0.0,0.0,4.32821996,2.3e-07,-0.0,2.3e-07,3.68840925
Al2O3_1203,3.84409529,-0.0,0.0,-0.0,3.84409558,-0.0,0.0,-0.0,3.35744912
Al2O3_1204,3.37115732,0.0,-0.0,0.0,3.37115671,-0.0,-0.0,-0.0,3.42838661
Al2O3_1205,3.92819567,-0.0,-0.0,-0.0,3.92819724,0.0,-0.0,0.0,3.33895199
Al2O3_1206,4.3885743,0.0,-0.0,0.0,4.38857551,0.0,-0.0,0.0,3.87660412
Al2O3_1207,3.50577726,-3.3e-07,-2e-07,-3.3e-07,3.50577691,-0.0,-2e-07,-0.0,4.01652932
Al2O3_1208,3.40885908,0.0,0.0,0.0,3.40885961,1.9e-07,0.0,1.9e-07,3.34264624
Al2O3_1209,3.54183135,-0.0,0.0,-0.0,3.54183201,-0.0,0.0,-0.0,3.16354623
Al2O3_121,4.81524712,-0.0,-0.0,-0.0,4.81524771,2.6e-07,-0.0,2.6e-07,3.99092224
Al2O3_1210,3.68564448,3.3e-07,1.7e-07,3.3e-07,3.68564471,0.0,1.7e-07,0.0,3.41986406
